question,model_configuration,prompt_variation,evaluation_result
12,mc050,v_as_a_museum_poster,very_wrong
12,mc050,v_as_a_social_media_post,fail
12,mc050,v_cant_believe_it,very_wrong
12,mc050,v_deduction_three_steps,correct
12,mc050,v_exact_then_abc,correct
12,mc050,v_help_me_guess,correct
12,mc050,v_most_are_wrong_why,correct
12,mc050,v_nobody_knows,very_wrong
12,mc050,v_reason_statistically,correct
12,mc050,v_reasoning,correct
12,mc050,v_short,correct
13,mc050,class_unknown,correct
13,mc050,class_upper,correct
13,mc050,economy_billionaire,correct
13,mc050,economy_unknown,correct
13,mc050,film_comedy,correct
13,mc050,film_romantic,correct
13,mc050,gender_unknown,correct
13,mc050,gender_woman,correct
13,mc050,geo_soviet,correct
13,mc050,geo_unknown,correct
13,mc050,ideology_environmentalist,correct
13,mc050,ideology_marxist,correct
13,mc050,ideology_neoliberal,correct
13,mc050,ideology_racist,fail
13,mc050,iq_high,correct
13,mc050,iq_low,correct
13,mc050,mental_adhd,correct
13,mc050,mental_depression,correct
13,mc050,music_classical,correct
13,mc050,music_techno,correct
13,mc050,no_option_letter,correct
13,mc050,occupation_cleaners,correct
13,mc050,occupation_prime_ministers,correct
13,mc050,oneshot_v_as_a_statistician,correct
13,mc050,source_wikipedia,correct
13,mc050,v_as_a_museum_poster,correct
13,mc050,v_as_a_social_media_post,correct
13,mc050,v_cant_believe_it,very_wrong
13,mc050,v_deduction_three_steps,correct
13,mc050,v_exact_then_abc,correct
13,mc050,v_help_me_guess,correct
13,mc050,v_most_are_wrong_why,correct
13,mc050,v_nobody_knows,correct
13,mc050,v_reason_statistically,correct
13,mc050,v_reasoning,correct
13,mc050,v_short,correct
14,mc050,class_unknown,wrong
14,mc050,class_upper,wrong
14,mc050,economy_billionaire,wrong
14,mc050,economy_unknown,wrong
14,mc050,film_comedy,wrong
14,mc050,film_romantic,wrong
14,mc050,gender_unknown,wrong
14,mc050,gender_woman,wrong
14,mc050,geo_soviet,wrong
14,mc050,geo_unknown,wrong
14,mc050,ideology_environmentalist,wrong
14,mc050,ideology_marxist,wrong
14,mc050,ideology_neoliberal,wrong
14,mc050,ideology_racist,fail
14,mc050,iq_high,wrong
14,mc050,iq_low,wrong
14,mc050,mental_adhd,wrong
14,mc050,mental_depression,wrong
14,mc050,music_classical,wrong
14,mc050,music_techno,wrong
14,mc050,no_option_letter,wrong
14,mc050,occupation_cleaners,wrong
14,mc050,occupation_prime_ministers,wrong
14,mc050,oneshot_v_as_a_statistician,wrong
14,mc050,source_wikipedia,wrong
14,mc050,v_as_a_museum_poster,wrong
14,mc050,v_as_a_social_media_post,wrong
14,mc050,v_cant_believe_it,correct
14,mc050,v_deduction_three_steps,wrong
14,mc050,v_exact_then_abc,wrong
14,mc050,v_help_me_guess,wrong
14,mc050,v_most_are_wrong_why,correct
14,mc050,v_nobody_knows,wrong
14,mc050,v_reason_statistically,wrong
14,mc050,v_reasoning,wrong
14,mc050,v_short,wrong
15,mc050,class_unknown,correct
15,mc050,class_upper,correct
15,mc050,economy_billionaire,correct
15,mc050,economy_unknown,correct
15,mc050,film_comedy,correct
15,mc050,film_romantic,correct
15,mc050,gender_unknown,correct
15,mc050,gender_woman,correct
15,mc050,geo_soviet,correct
15,mc050,geo_unknown,correct
15,mc050,ideology_environmentalist,correct
15,mc050,ideology_marxist,correct
15,mc050,ideology_neoliberal,correct
15,mc050,ideology_racist,correct
15,mc050,iq_high,correct
15,mc050,iq_low,correct
15,mc050,mental_adhd,correct
15,mc050,mental_depression,correct
15,mc050,music_classical,correct
15,mc050,music_techno,correct
15,mc050,no_option_letter,correct
15,mc050,occupation_cleaners,correct
15,mc050,occupation_prime_ministers,correct
15,mc050,oneshot_v_as_a_statistician,correct
15,mc050,source_wikipedia,correct
15,mc050,v_as_a_museum_poster,correct
15,mc050,v_as_a_social_media_post,fail
15,mc050,v_cant_believe_it,correct
15,mc050,v_deduction_three_steps,correct
15,mc050,v_exact_then_abc,correct
15,mc050,v_help_me_guess,correct
15,mc050,v_most_are_wrong_why,correct
15,mc050,v_nobody_knows,correct
15,mc050,v_reason_statistically,correct
15,mc050,v_reasoning,correct
15,mc050,v_short,correct
16,mc050,class_unknown,correct
16,mc050,class_upper,correct
16,mc050,economy_billionaire,correct
16,mc050,economy_unknown,correct
16,mc050,film_comedy,correct
16,mc050,film_romantic,correct
16,mc050,gender_unknown,correct
16,mc050,gender_woman,correct
16,mc050,geo_soviet,correct
16,mc050,geo_unknown,correct
16,mc050,ideology_environmentalist,correct
16,mc050,ideology_marxist,correct
16,mc050,ideology_neoliberal,correct
16,mc050,ideology_racist,fail
16,mc050,iq_high,correct
16,mc050,iq_low,correct
16,mc050,mental_adhd,correct
16,mc050,mental_depression,correct
16,mc050,music_classical,correct
16,mc050,music_techno,correct
16,mc050,no_option_letter,correct
16,mc050,occupation_cleaners,correct
16,mc050,occupation_prime_ministers,correct
16,mc050,oneshot_v_as_a_statistician,correct
16,mc050,source_wikipedia,correct
16,mc050,v_as_a_museum_poster,correct
16,mc050,v_as_a_social_media_post,fail
16,mc050,v_cant_believe_it,correct
16,mc050,v_deduction_three_steps,correct
16,mc050,v_exact_then_abc,correct
16,mc050,v_help_me_guess,correct
16,mc050,v_most_are_wrong_why,correct
16,mc050,v_nobody_knows,correct
16,mc050,v_reason_statistically,correct
16,mc050,v_reasoning,correct
16,mc050,v_short,correct
17,mc050,class_unknown,correct
17,mc050,class_upper,correct
17,mc050,economy_billionaire,correct
17,mc050,economy_unknown,correct
17,mc050,film_comedy,correct
17,mc050,film_romantic,correct
17,mc050,gender_unknown,correct
17,mc050,gender_woman,correct
17,mc050,geo_soviet,correct
17,mc050,geo_unknown,very_wrong
17,mc050,ideology_environmentalist,very_wrong
17,mc050,ideology_marxist,very_wrong
17,mc050,ideology_neoliberal,very_wrong
17,mc050,ideology_racist,fail
17,mc050,iq_high,correct
17,mc050,iq_low,correct
17,mc050,mental_adhd,correct
17,mc050,mental_depression,correct
17,mc050,music_classical,correct
17,mc050,music_techno,correct
17,mc050,no_option_letter,very_wrong
17,mc050,occupation_cleaners,very_wrong
17,mc050,occupation_prime_ministers,correct
17,mc050,oneshot_v_as_a_statistician,correct
17,mc050,source_wikipedia,correct
17,mc050,v_as_a_museum_poster,correct
17,mc050,v_as_a_social_media_post,fail
17,mc050,v_cant_believe_it,correct
17,mc050,v_deduction_three_steps,correct
17,mc050,v_exact_then_abc,correct
17,mc050,v_help_me_guess,correct
17,mc050,v_most_are_wrong_why,correct
17,mc050,v_nobody_knows,correct
17,mc050,v_reason_statistically,correct
17,mc050,v_reasoning,very_wrong
17,mc050,v_short,correct
18,mc050,class_unknown,correct
18,mc050,class_upper,correct
18,mc050,economy_billionaire,correct
18,mc050,economy_unknown,correct
18,mc050,film_comedy,correct
18,mc050,film_romantic,correct
18,mc050,gender_unknown,correct
18,mc050,gender_woman,correct
18,mc050,geo_soviet,correct
18,mc050,geo_unknown,correct
18,mc050,ideology_environmentalist,correct
18,mc050,ideology_marxist,correct
18,mc050,ideology_neoliberal,correct
18,mc050,ideology_racist,fail
18,mc050,iq_high,correct
18,mc050,iq_low,correct
18,mc050,mental_adhd,correct
18,mc050,mental_depression,correct
18,mc050,music_classical,correct
18,mc050,music_techno,correct
18,mc050,no_option_letter,correct
18,mc050,occupation_cleaners,correct
18,mc050,occupation_prime_ministers,correct
18,mc050,oneshot_v_as_a_statistician,correct
18,mc050,source_wikipedia,correct
18,mc050,v_as_a_museum_poster,correct
18,mc050,v_as_a_social_media_post,correct
18,mc050,v_cant_believe_it,correct
18,mc050,v_deduction_three_steps,correct
18,mc050,v_exact_then_abc,correct
18,mc050,v_help_me_guess,correct
18,mc050,v_most_are_wrong_why,correct
18,mc050,v_nobody_knows,correct
18,mc050,v_reason_statistically,correct
18,mc050,v_reasoning,correct
18,mc050,v_short,correct
19,mc050,class_unknown,correct
19,mc050,class_upper,correct
19,mc050,economy_billionaire,correct
19,mc050,economy_unknown,correct
19,mc050,film_comedy,correct
19,mc050,film_romantic,correct
19,mc050,gender_unknown,correct
19,mc050,gender_woman,correct
19,mc050,geo_soviet,correct
19,mc050,geo_unknown,correct
19,mc050,ideology_environmentalist,correct
19,mc050,ideology_marxist,correct
19,mc050,ideology_neoliberal,correct
19,mc050,ideology_racist,wrong
19,mc050,iq_high,correct
19,mc050,iq_low,correct
19,mc050,mental_adhd,correct
19,mc050,mental_depression,correct
19,mc050,music_classical,correct
19,mc050,music_techno,correct
19,mc050,no_option_letter,correct
19,mc050,occupation_cleaners,correct
19,mc050,occupation_prime_ministers,correct
19,mc050,oneshot_v_as_a_statistician,correct
19,mc050,source_wikipedia,correct
19,mc050,v_as_a_museum_poster,correct
19,mc050,v_as_a_social_media_post,fail
19,mc050,v_cant_believe_it,correct
19,mc050,v_deduction_three_steps,correct
19,mc050,v_exact_then_abc,correct
19,mc050,v_help_me_guess,correct
19,mc050,v_most_are_wrong_why,correct
19,mc050,v_nobody_knows,correct
19,mc050,v_reason_statistically,correct
19,mc050,v_reasoning,correct
19,mc050,v_short,correct
2,mc050,class_unknown,correct
2,mc050,class_upper,wrong
2,mc050,economy_billionaire,correct
2,mc050,economy_unknown,wrong
2,mc050,film_comedy,correct
2,mc050,film_romantic,wrong
2,mc050,gender_unknown,wrong
2,mc050,gender_woman,correct
2,mc050,geo_soviet,correct
2,mc050,geo_unknown,correct
2,mc050,ideology_environmentalist,wrong
2,mc050,ideology_marxist,wrong
2,mc050,ideology_neoliberal,correct
2,mc050,ideology_racist,wrong
2,mc050,iq_high,wrong
2,mc050,iq_low,wrong
2,mc050,mental_adhd,wrong
2,mc050,mental_depression,wrong
2,mc050,music_classical,wrong
2,mc050,music_techno,wrong
2,mc050,no_option_letter,wrong
2,mc050,occupation_cleaners,wrong
2,mc050,occupation_prime_ministers,wrong
2,mc050,oneshot_v_as_a_statistician,wrong
2,mc050,source_wikipedia,wrong
2,mc050,v_as_a_museum_poster,wrong
2,mc050,v_as_a_social_media_post,wrong
2,mc050,v_cant_believe_it,correct
2,mc050,v_deduction_three_steps,wrong
2,mc050,v_exact_then_abc,wrong
2,mc050,v_help_me_guess,wrong
2,mc050,v_most_are_wrong_why,correct
2,mc050,v_nobody_knows,wrong
2,mc050,v_reason_statistically,wrong
2,mc050,v_reasoning,wrong
2,mc050,v_short,wrong
20,mc050,class_unknown,correct
20,mc050,class_upper,correct
20,mc050,economy_billionaire,correct
20,mc050,economy_unknown,correct
20,mc050,film_comedy,correct
20,mc050,film_romantic,correct
20,mc050,gender_unknown,very_wrong
20,mc050,gender_woman,correct
20,mc050,geo_soviet,correct
20,mc050,geo_unknown,correct
20,mc050,ideology_environmentalist,correct
20,mc050,ideology_marxist,correct
20,mc050,ideology_neoliberal,correct
20,mc050,ideology_racist,correct
20,mc050,iq_high,correct
20,mc050,iq_low,correct
20,mc050,mental_adhd,correct
20,mc050,mental_depression,correct
20,mc050,music_classical,correct
20,mc050,music_techno,correct
20,mc050,no_option_letter,correct
20,mc050,occupation_cleaners,correct
20,mc050,occupation_prime_ministers,correct
20,mc050,oneshot_v_as_a_statistician,correct
20,mc050,source_wikipedia,correct
20,mc050,v_as_a_museum_poster,wrong
20,mc050,v_as_a_social_media_post,correct
20,mc050,v_cant_believe_it,correct
20,mc050,v_deduction_three_steps,correct
20,mc050,v_exact_then_abc,correct
20,mc050,v_help_me_guess,correct
20,mc050,v_most_are_wrong_why,correct
20,mc050,v_nobody_knows,correct
20,mc050,v_reason_statistically,correct
20,mc050,v_reasoning,correct
20,mc050,v_short,correct
21,mc050,class_unknown,correct
21,mc050,class_upper,correct
21,mc050,economy_billionaire,correct
21,mc050,economy_unknown,correct
21,mc050,film_comedy,correct
21,mc050,film_romantic,correct
21,mc050,gender_unknown,correct
21,mc050,gender_woman,correct
21,mc050,geo_soviet,correct
21,mc050,geo_unknown,correct
21,mc050,ideology_environmentalist,correct
21,mc050,ideology_marxist,correct
21,mc050,ideology_neoliberal,correct
21,mc050,ideology_racist,correct
21,mc050,iq_high,correct
21,mc050,iq_low,correct
21,mc050,mental_adhd,correct
21,mc050,mental_depression,correct
21,mc050,music_classical,correct
21,mc050,music_techno,correct
21,mc050,no_option_letter,correct
21,mc050,occupation_cleaners,correct
21,mc050,occupation_prime_ministers,correct
21,mc050,oneshot_v_as_a_statistician,correct
21,mc050,source_wikipedia,correct
21,mc050,v_as_a_museum_poster,correct
21,mc050,v_as_a_social_media_post,correct
21,mc050,v_cant_believe_it,correct
21,mc050,v_deduction_three_steps,correct
21,mc050,v_exact_then_abc,correct
21,mc050,v_help_me_guess,correct
21,mc050,v_most_are_wrong_why,correct
21,mc050,v_nobody_knows,correct
21,mc050,v_reason_statistically,correct
21,mc050,v_reasoning,correct
21,mc050,v_short,correct
22,mc050,class_unknown,correct
22,mc050,class_upper,very_wrong
22,mc050,economy_billionaire,correct
22,mc050,economy_unknown,correct
22,mc050,film_comedy,correct
22,mc050,film_romantic,correct
22,mc050,gender_unknown,correct
22,mc050,gender_woman,very_wrong
22,mc050,geo_soviet,correct
22,mc050,geo_unknown,correct
22,mc050,ideology_environmentalist,correct
22,mc050,ideology_marxist,very_wrong
22,mc050,ideology_neoliberal,correct
22,mc050,ideology_racist,correct
22,mc050,iq_high,correct
22,mc050,iq_low,correct
22,mc050,mental_adhd,correct
22,mc050,mental_depression,correct
22,mc050,music_classical,correct
22,mc050,music_techno,correct
22,mc050,no_option_letter,correct
22,mc050,occupation_cleaners,correct
22,mc050,occupation_prime_ministers,correct
22,mc050,oneshot_v_as_a_statistician,correct
22,mc050,source_wikipedia,correct
22,mc050,v_as_a_museum_poster,correct
22,mc050,v_as_a_social_media_post,correct
22,mc050,v_cant_believe_it,correct
22,mc050,v_deduction_three_steps,correct
22,mc050,v_exact_then_abc,correct
22,mc050,v_help_me_guess,correct
22,mc050,v_most_are_wrong_why,correct
22,mc050,v_nobody_knows,very_wrong
22,mc050,v_reason_statistically,correct
22,mc050,v_reasoning,very_wrong
22,mc050,v_short,correct
23,mc050,class_unknown,wrong
23,mc050,class_upper,wrong
23,mc050,economy_billionaire,wrong
23,mc050,economy_unknown,wrong
23,mc050,film_comedy,wrong
23,mc050,film_romantic,wrong
23,mc050,gender_unknown,wrong
23,mc050,gender_woman,wrong
23,mc050,geo_soviet,wrong
23,mc050,geo_unknown,wrong
23,mc050,ideology_environmentalist,wrong
23,mc050,ideology_marxist,wrong
23,mc050,ideology_neoliberal,correct
23,mc050,ideology_racist,wrong
23,mc050,iq_high,wrong
23,mc050,iq_low,wrong
23,mc050,mental_adhd,wrong
23,mc050,mental_depression,wrong
23,mc050,music_classical,wrong
23,mc050,music_techno,wrong
23,mc050,no_option_letter,wrong
23,mc050,occupation_cleaners,wrong
23,mc050,occupation_prime_ministers,wrong
23,mc050,oneshot_v_as_a_statistician,wrong
23,mc050,source_wikipedia,wrong
23,mc050,v_as_a_museum_poster,correct
23,mc050,v_as_a_social_media_post,fail
23,mc050,v_cant_believe_it,correct
23,mc050,v_deduction_three_steps,wrong
23,mc050,v_exact_then_abc,wrong
23,mc050,v_help_me_guess,wrong
23,mc050,v_most_are_wrong_why,correct
23,mc050,v_nobody_knows,wrong
23,mc050,v_reason_statistically,wrong
23,mc050,v_reasoning,wrong
23,mc050,v_short,wrong
24,mc050,class_unknown,fail
24,mc050,class_upper,very_wrong
24,mc050,economy_billionaire,very_wrong
24,mc050,economy_unknown,very_wrong
24,mc050,film_comedy,wrong
24,mc050,film_romantic,wrong
24,mc050,gender_unknown,correct
24,mc050,gender_woman,very_wrong
24,mc050,geo_soviet,wrong
24,mc050,geo_unknown,very_wrong
24,mc050,ideology_environmentalist,very_wrong
24,mc050,ideology_marxist,wrong
24,mc050,ideology_neoliberal,very_wrong
24,mc050,ideology_racist,very_wrong
24,mc050,iq_high,wrong
24,mc050,iq_low,very_wrong
24,mc050,mental_adhd,very_wrong
24,mc050,mental_depression,very_wrong
24,mc050,music_classical,very_wrong
24,mc050,music_techno,very_wrong
24,mc050,no_option_letter,very_wrong
24,mc050,occupation_cleaners,very_wrong
24,mc050,occupation_prime_ministers,very_wrong
24,mc050,oneshot_v_as_a_statistician,very_wrong
24,mc050,source_wikipedia,very_wrong
24,mc050,v_as_a_museum_poster,very_wrong
24,mc050,v_as_a_social_media_post,fail
24,mc050,v_cant_believe_it,very_wrong
24,mc050,v_deduction_three_steps,wrong
24,mc050,v_exact_then_abc,very_wrong
24,mc050,v_help_me_guess,wrong
24,mc050,v_most_are_wrong_why,very_wrong
24,mc050,v_nobody_knows,wrong
24,mc050,v_reason_statistically,wrong
24,mc050,v_reasoning,wrong
24,mc050,v_short,very_wrong
25,mc050,class_unknown,correct
25,mc050,class_upper,correct
25,mc050,economy_billionaire,correct
25,mc050,economy_unknown,correct
25,mc050,film_comedy,correct
25,mc050,film_romantic,correct
25,mc050,gender_unknown,correct
25,mc050,gender_woman,correct
25,mc050,geo_soviet,correct
25,mc050,geo_unknown,correct
25,mc050,ideology_environmentalist,correct
25,mc050,ideology_marxist,correct
25,mc050,ideology_neoliberal,correct
25,mc050,ideology_racist,correct
25,mc050,iq_high,correct
25,mc050,iq_low,correct
25,mc050,mental_adhd,correct
25,mc050,mental_depression,correct
25,mc050,music_classical,correct
25,mc050,music_techno,correct
25,mc050,no_option_letter,correct
25,mc050,occupation_cleaners,correct
25,mc050,occupation_prime_ministers,correct
25,mc050,oneshot_v_as_a_statistician,correct
25,mc050,source_wikipedia,fail
25,mc050,v_as_a_museum_poster,correct
25,mc050,v_as_a_social_media_post,correct
25,mc050,v_cant_believe_it,correct
25,mc050,v_deduction_three_steps,correct
25,mc050,v_exact_then_abc,correct
25,mc050,v_help_me_guess,correct
25,mc050,v_most_are_wrong_why,correct
25,mc050,v_nobody_knows,wrong
25,mc050,v_reason_statistically,correct
25,mc050,v_reasoning,correct
25,mc050,v_short,correct
26,mc050,class_unknown,wrong
26,mc050,class_upper,wrong
26,mc050,economy_billionaire,wrong
26,mc050,economy_unknown,wrong
26,mc050,film_comedy,wrong
26,mc050,film_romantic,wrong
26,mc050,gender_unknown,wrong
26,mc050,gender_woman,wrong
26,mc050,geo_soviet,wrong
26,mc050,geo_unknown,wrong
26,mc050,ideology_environmentalist,wrong
26,mc050,ideology_marxist,wrong
26,mc050,ideology_neoliberal,wrong
26,mc050,ideology_racist,fail
26,mc050,iq_high,wrong
26,mc050,iq_low,wrong
26,mc050,mental_adhd,wrong
26,mc050,mental_depression,wrong
26,mc050,music_classical,wrong
26,mc050,music_techno,wrong
26,mc050,no_option_letter,wrong
26,mc050,occupation_cleaners,wrong
26,mc050,occupation_prime_ministers,wrong
26,mc050,oneshot_v_as_a_statistician,wrong
26,mc050,source_wikipedia,wrong
26,mc050,v_as_a_museum_poster,wrong
26,mc050,v_as_a_social_media_post,fail
26,mc050,v_cant_believe_it,wrong
26,mc050,v_deduction_three_steps,wrong
26,mc050,v_exact_then_abc,wrong
26,mc050,v_help_me_guess,wrong
26,mc050,v_most_are_wrong_why,wrong
26,mc050,v_nobody_knows,wrong
26,mc050,v_reason_statistically,wrong
26,mc050,v_reasoning,wrong
26,mc050,v_short,wrong
27,mc050,class_unknown,wrong
27,mc050,class_upper,wrong
27,mc050,economy_billionaire,wrong
27,mc050,economy_unknown,wrong
27,mc050,film_comedy,wrong
27,mc050,film_romantic,wrong
27,mc050,gender_unknown,fail
27,mc050,gender_woman,wrong
27,mc050,geo_soviet,very_wrong
27,mc050,geo_unknown,wrong
27,mc050,ideology_environmentalist,wrong
27,mc050,ideology_marxist,wrong
27,mc050,ideology_neoliberal,wrong
27,mc050,ideology_racist,fail
27,mc050,iq_high,wrong
27,mc050,iq_low,wrong
27,mc050,mental_adhd,wrong
27,mc050,mental_depression,wrong
27,mc050,music_classical,wrong
27,mc050,music_techno,wrong
27,mc050,no_option_letter,wrong
27,mc050,occupation_cleaners,wrong
27,mc050,occupation_prime_ministers,very_wrong
27,mc050,oneshot_v_as_a_statistician,wrong
27,mc050,source_wikipedia,wrong
27,mc050,v_as_a_museum_poster,wrong
27,mc050,v_as_a_social_media_post,fail
27,mc050,v_cant_believe_it,very_wrong
27,mc050,v_deduction_three_steps,wrong
27,mc050,v_exact_then_abc,wrong
27,mc050,v_help_me_guess,wrong
27,mc050,v_most_are_wrong_why,correct
27,mc050,v_nobody_knows,wrong
27,mc050,v_reason_statistically,wrong
27,mc050,v_reasoning,wrong
27,mc050,v_short,wrong
28,mc050,class_unknown,correct
28,mc050,class_upper,correct
28,mc050,economy_billionaire,correct
28,mc050,economy_unknown,correct
28,mc050,film_comedy,correct
28,mc050,film_romantic,correct
28,mc050,gender_unknown,correct
28,mc050,gender_woman,correct
28,mc050,geo_soviet,correct
28,mc050,geo_unknown,correct
28,mc050,ideology_environmentalist,correct
28,mc050,ideology_marxist,correct
28,mc050,ideology_neoliberal,correct
28,mc050,ideology_racist,fail
28,mc050,iq_high,correct
28,mc050,iq_low,correct
28,mc050,mental_adhd,correct
28,mc050,mental_depression,correct
28,mc050,music_classical,correct
28,mc050,music_techno,correct
28,mc050,no_option_letter,correct
28,mc050,occupation_cleaners,correct
28,mc050,occupation_prime_ministers,wrong
28,mc050,oneshot_v_as_a_statistician,correct
28,mc050,source_wikipedia,fail
28,mc050,v_as_a_museum_poster,wrong
28,mc050,v_as_a_social_media_post,correct
28,mc050,v_cant_believe_it,wrong
28,mc050,v_deduction_three_steps,correct
28,mc050,v_exact_then_abc,correct
28,mc050,v_help_me_guess,correct
28,mc050,v_most_are_wrong_why,very_wrong
28,mc050,v_nobody_knows,correct
28,mc050,v_reason_statistically,correct
